#from http://www.harding.edu/jmackey/ps113/exercises/hubble_law(long).pdf
# id    r      v
SMC,    0.032, +170
5194,   0.5,   +270
1055,   1.1,   +450
LMC,    0.034,  +290
4449,   0.63,  +200
7331,   1.1,     +500
6822,   0.214,   -130
4214,   0.8,  +300
4258,   1.4,  +500
598,    0.263,-70
3031,   0.9,  -30
4151,   1.7,  +960
221,    0.275,-185
3627,   0.9,  +650
4382,   2.0,  +500
224,    0.275,-220
4826,   0.9,  +150
4472,   2.0,  +850
5357,   0.45, +200
5236,   0.9,  +500
4486,   2.0,  +800
4736,   0.5,  +290
1068,   1.0,  +920
4649,   2.0,  +1090
